Year	Province	Division	District	Crime Type	Crime No	Population	Normalised/100000
2012	Punjab 	Gujranwala	Gujrat	Rioting	66	2577000	2.561117579
2012	Punjab 	Gujranwala	Gujrat	Assault on Govt. Servants	8	2577000	0.310438494
2012	Punjab 	Gujranwala	Gujrat	Rape	21	2577000	0.814901048
2012	Punjab 	Gujranwala	Gujrat	Kidnapping/ Abduction	275	2577000	10.67132324
2012	Punjab 	Gujranwala	Gujrat	Dacoity	43	2577000	1.668606907
2012	Punjab 	Gujranwala	Gujrat	Robbery	310	2577000	12.02949166
2012	Punjab 	Gujranwala	Gujrat	Burglary	234	2577000	9.08032596
2012	Punjab 	Gujranwala	Gujrat	Motor Vehicles Theft	313	2577000	12.14590609
2012	Punjab 	Gujranwala	Gujrat	Cattle Theft	90	2577000	3.492433062
2012	Punjab 	Gujranwala	Gujrat	Ordinary Thefts	467	2577000	18.12184711
2012	Punjab 	Gujranwala	Gujrat	Misc.	5419	2577000	210.2832751
2012	Punjab 	Gujranwala	Hafizabad	All Reported	5420	1052000	515.2091255
2012	Punjab 	Gujranwala	Hafizabad	Murder	87	1052000	8.269961977
2012	Punjab 	Gujranwala	Hafizabad	Attempted Murder	80	1052000	7.604562738
2012	Punjab 	Gujranwala	Hafizabad	Hurt	386	1052000	36.69201521
2012	Punjab 	Gujranwala	Hafizabad	Rioting	0	1052000	0
2012	Punjab 	Gujranwala	Hafizabad	Assault on Govt. Servants	29	1052000	2.756653992
2012	Punjab 	Gujranwala	Hafizabad	Rape	27	1052000	2.566539924
2012	Punjab 	Gujranwala	Hafizabad	Kidnapping/ Abduction	190	1052000	18.0608365
2012	Punjab 	Gujranwala	Hafizabad	Dacoity	36	1052000	3.422053232
2012	Punjab 	Gujranwala	Hafizabad	Robbery	148	1052000	14.06844106
2012	Punjab 	Gujranwala	Hafizabad	Burglary	108	1052000	10.2661597
2012	Punjab 	Gujranwala	Hafizabad	Motor Vehicles Theft	83	1052000	7.88973384
2012	Punjab 	Gujranwala	Hafizabad	Cattle Theft	183	1052000	17.39543726
2012	Punjab 	Gujranwala	Hafizabad	Ordinary Thefts	331	1052000	31.46387833
2012	Punjab 	Gujranwala	Hafizabad	Misc.	3732	1052000	354.7528517
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	All Reported	4878	1408000	346.4488636
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Murder	110	1408000	7.8125
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Attempted Murder	97	1408000	6.889204545
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Hurt	297	1408000	21.09375
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Rioting	0	1408000	0
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Assault on Govt. Servants	4	1408000	0.284090909
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Rape	56	1408000	3.977272727
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Kidnapping/ Abduction	236	1408000	16.76136364
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Dacoity	15	1408000	1.065340909
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Robbery	96	1408000	6.818181818
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Burglary	117	1408000	8.309659091
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Motor Vehicles Theft	94	1408000	6.676136364
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Cattle Theft	145	1408000	10.29829545
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Ordinary Thefts	246	1408000	17.47159091
2012	Punjab 	Gujranwala	Mandi Baha-ud-Din	Misc.	3365	1408000	238.9914773
2012	Punjab 	Gujranwala	Narowal	All Reported	4025	1549000	259.8450613
2012	Punjab 	Gujranwala	Narowal	Murder	91	1549000	5.874757908
2012	Punjab 	Gujranwala	Narowal	Attempted Murder	110	1549000	7.101355713
2012	Punjab 	Gujranwala	Narowal	Hurt	368	1549000	23.75726275
2012	Punjab 	Gujranwala	Narowal	Rioting	0	1549000	0
2012	Punjab 	Gujranwala	Narowal	Assault on Govt. Servants	0	1549000	0
2012	Punjab 	Gujranwala	Narowal	Rape	31	1549000	2.001291156
2012	Punjab 	Gujranwala	Narowal	Kidnapping/ Abduction	160	1549000	10.32924467
2012	Punjab 	Gujranwala	Narowal	Dacoity	17	1549000	1.097482247
2012	Punjab 	Gujranwala	Narowal	Robbery	142	1549000	9.167204648
2012	Punjab 	Gujranwala	Narowal	Burglary	81	1549000	5.229180116
2012	Punjab 	Gujranwala	Narowal	Motor Vehicles Theft	43	1549000	2.775984506
2012	Punjab 	Gujranwala	Narowal	Cattle Theft	77	1549000	4.970948999
2012	Punjab 	Gujranwala	Narowal	Ordinary Thefts	326	1549000	21.04583602
2012	Punjab 	Gujranwala	Narowal	Misc.	2579	1549000	166.4945126
2012	Punjab 	Gujranwala	Sialkot	All Reported	12605	3510000	359.1168091
2012	Punjab 	Gujranwala	Sialkot	Murder	190	3510000	5.413105413
2012	Punjab 	Gujranwala	Sialkot	Attempted Murder	241	3510000	6.866096866
2012	Punjab 	Gujranwala	Sialkot	Hurt	761	3510000	21.68091168
2012	Punjab 	Gujranwala	Sialkot	Rioting	0	3510000	0
2012	Punjab 	Gujranwala	Sialkot	Assault on Govt. Servants	10	3510000	0.284900285
2012	Punjab 	Gujranwala	Sialkot	Rape	34	3510000	0.968660969
2012	Punjab 	Gujranwala	Sialkot	Kidnapping/ Abduction	340	3510000	9.686609687
2012	Punjab 	Gujranwala	Sialkot	Dacoity	55	3510000	1.566951567
2012	Punjab 	Gujranwala	Sialkot	Robbery	718	3510000	20.45584046
2012	Punjab 	Gujranwala	Sialkot	Burglary	240	3510000	6.837606838
2012	Punjab 	Gujranwala	Sialkot	Motor Vehicles Theft	511	3510000	14.55840456
2012	Punjab 	Gujranwala	Sialkot	Cattle Theft	180	3510000	5.128205128
2012	Punjab 	Gujranwala	Sialkot	Ordinary Thefts	859	3510000	24.47293447
2012	Punjab 	Gujranwala	Sialkot	Misc.	8466	3510000	241.1965812
2012	Punjab 	Lahore	Lahore	All Reported	74180	9015000	822.8508042
2012	Punjab 	Lahore	Lahore	Murder	669	9015000	7.420965058
2012	Punjab 	Lahore	Lahore	Attempted Murder	970	9015000	10.7598447
2012	Punjab 	Lahore	Lahore	Hurt	1192	9015000	13.2224071
2012	Punjab 	Lahore	Lahore	Rioting	0	9015000	0
2012	Punjab 	Lahore	Lahore	Assault on Govt. Servants	9	9015000	0.099833611
2012	Punjab 	Lahore	Lahore	Rape	122	9015000	1.353300055
2012	Punjab 	Lahore	Lahore	Kidnapping/ Abduction	2778	9015000	30.81530782
2012	Punjab 	Lahore	Lahore	Dacoity	210	9015000	2.329450915
2012	Punjab 	Lahore	Lahore	Robbery	4637	9015000	51.43649473
2012	Punjab 	Lahore	Lahore	Burglary	4324	9015000	47.96450361
2012	Punjab 	Lahore	Lahore	Motor Vehicles Theft	7563	9015000	83.89351082
2012	Punjab 	Lahore	Lahore	Cattle Theft	307	9015000	3.405435385
2012	Punjab 	Lahore	Lahore	Ordinary Thefts	6994	9015000	77.5818081
2012	Punjab 	Lahore	Lahore	Misc.	44405	9015000	492.5679423
2012	Punjab 	Lahore	Kasur	All Reported	11380	3112000	365.6812339
2012	Punjab 	Lahore	Kasur	Murder	228	3112000	7.326478149
2012	Punjab 	Lahore	Kasur	Attempted Murder	252	3112000	8.097686375
2012	Punjab 	Lahore	Kasur	Hurt	649	3112000	20.85475578
2012	Punjab 	Lahore	Kasur	Rioting	0	3112000	0
2012	Punjab 	Lahore	Kasur	Assault on Govt. Servants	0	3112000	0
2012	Punjab 	Lahore	Kasur	Rape	58	3112000	1.863753213
2012	Punjab 	Lahore	Kasur	Kidnapping/ Abduction	418	3112000	13.43187661
2012	Punjab 	Lahore	Kasur	Dacoity	243	3112000	7.80848329
2012	Punjab 	Lahore	Kasur	Robbery	637	3112000	20.46915167
2012	Punjab 	Lahore	Kasur	Burglary	230	3112000	7.390745501
2012	Punjab 	Lahore	Kasur	Motor Vehicles Theft	203	3112000	6.523136247
2012	Punjab 	Lahore	Kasur	Cattle Theft	247	3112000	7.937017995
2012	Punjab 	Lahore	Kasur	Ordinary Thefts	1046	3112000	33.61182519
2012	Punjab 	Lahore	Kasur	Misc.	7169	3112000	230.3663239
2012	Punjab 	Lahore	Nankana Sahib	All Reported	5969	1532000	389.6214099
2012	Punjab 	Lahore	Nankana Sahib	Murder	94	1532000	6.135770235
2012	Punjab 	Lahore	Nankana Sahib	Attempted Murder	90	1532000	5.874673629
2012	Punjab 	Lahore	Nankana Sahib	Hurt	264	1532000	17.23237598
2012	Punjab 	Lahore	Nankana Sahib	Rioting	0	1532000	0
2012	Punjab 	Lahore	Nankana Sahib	Assault on Govt. Servants	30	1532000	1.958224543
2012	Punjab 	Lahore	Nankana Sahib	Rape	36	1532000	2.349869452
2012	Punjab 	Lahore	Nankana Sahib	Kidnapping/ Abduction	202	1532000	13.18537859
2012	Punjab 	Lahore	Nankana Sahib	Dacoity	78	1532000	5.091383812
2012	Punjab 	Lahore	Nankana Sahib	Robbery	176	1532000	11.48825065
2012	Punjab 	Lahore	Nankana Sahib	Burglary	114	1532000	7.441253264
2012	Punjab 	Lahore	Nankana Sahib	Motor Vehicles Theft	72	1532000	4.699738903
2012	Punjab 	Lahore	Nankana Sahib	Cattle Theft	188	1532000	12.27154047
2012	Punjab 	Lahore	Nankana Sahib	Ordinary Thefts	392	1532000	25.58746736
2012	Punjab 	Lahore	Nankana Sahib	Misc.	4233	1532000	276.305483
2012	Punjab 	Lahore	Sheikhupura	All Reported	13221	2704000	488.9423077
2012	Punjab 	Lahore	Sheikhupura	Murder	310	2704000	11.46449704
2012	Punjab 	Lahore	Sheikhupura	Attempted Murder	228	2704000	8.431952663
2012	Punjab 	Lahore	Sheikhupura	Hurt	663	2704000	24.51923077
2012	Punjab 	Lahore	Sheikhupura	Rioting	0	2704000	0
2012	Punjab 	Lahore	Sheikhupura	Assault on Govt. Servants	0	2704000	0
2012	Punjab 	Lahore	Sheikhupura	Rape	78	2704000	2.884615385
2012	Punjab 	Lahore	Sheikhupura	Kidnapping/ Abduction	407	2704000	15.05177515
2012	Punjab 	Lahore	Sheikhupura	Dacoity	196	2704000	7.24852071
2012	Punjab 	Lahore	Sheikhupura	Robbery	739	2704000	27.32988166
2012	Punjab 	Lahore	Sheikhupura	Burglary	368	2704000	13.60946746
2012	Punjab 	Lahore	Sheikhupura	Motor Vehicles Theft	355	2704000	13.12869822
2012	Punjab 	Lahore	Sheikhupura	Cattle Theft	170	2704000	6.286982249
2012	Punjab 	Lahore	Sheikhupura	Ordinary Thefts	953	2704000	35.24408284
2012	Punjab 	Lahore	Sheikhupura	Misc.	8754	2704000	323.7426036
2012	Punjab 	Multan	Multan	All Reported	17186	4127000	416.4283984
2012	Punjab 	Multan	Multan	Murder	166	4127000	4.022292222
2012	Punjab 	Multan	Multan	Attempted Murder	219	4127000	5.306518052
2012	Punjab 	Multan	Multan	Hurt	1260	4127000	30.53065181
2012	Punjab 	Multan	Multan	Rioting	0	4127000	0
2012	Punjab 	Multan	Multan	Assault on Govt. Servants	71	4127000	1.720377999
2012	Punjab 	Multan	Multan	Rape	99	4127000	2.398836928
2012	Punjab 	Multan	Multan	Kidnapping/ Abduction	638	4127000	15.45917131
2012	Punjab 	Multan	Multan	Dacoity	114	4127000	2.762297068
2012	Punjab 	Multan	Multan	Robbery	697	4127000	16.8887812
2012	Punjab 	Multan	Multan	Burglary	712	4127000	17.25224134
2012	Punjab 	Multan	Multan	Motor Vehicles Theft	1436	4127000	34.79525079
2012	Punjab 	Multan	Multan	Cattle Theft	377	4127000	9.134964866
2012	Punjab 	Multan	Multan	Ordinary Thefts	1687	4127000	40.87715047
2012	Punjab 	Multan	Multan	Misc.	9710	4127000	235.2798643
2012	Punjab 	Multan	Khanewal	All Reported	8125	2662000	305.2216379
2012	Punjab 	Multan	Khanewal	Murder	185	2662000	6.949661908
2012	Punjab 	Multan	Khanewal	Attempted Murder	189	2662000	7.099924869
2012	Punjab 	Multan	Khanewal	Hurt	687	2662000	25.80766341
2012	Punjab 	Multan	Khanewal	Rioting	0	2662000	0
2012	Punjab 	Multan	Khanewal	Assault on Govt. Servants	14	2662000	0.525920361
2012	Punjab 	Multan	Khanewal	Rape	91	2662000	3.418482344
2012	Punjab 	Multan	Khanewal	Kidnapping/ Abduction	394	2662000	14.80090158
2012	Punjab 	Multan	Khanewal	Dacoity	81	2662000	3.042824944
2012	Punjab 	Multan	Khanewal	Robbery	434	2662000	16.30353118
2012	Punjab 	Multan	Khanewal	Burglary	329	2662000	12.35912847
2012	Punjab 	Multan	Khanewal	Motor Vehicles Theft	250	2662000	9.391435011
2012	Punjab 	Multan	Khanewal	Cattle Theft	262	2662000	9.842223892
2012	Punjab 	Multan	Khanewal	Ordinary Thefts	726	2662000	27.27272727
2012	Punjab 	Multan	Khanewal	Misc.	4483	2662000	168.4072126
2012	Punjab 	Multan	Lodhran	All Reported	5661	1554000	364.2857143
2012	Punjab 	Multan	Lodhran	Murder	66	1554000	4.247104247
2012	Punjab 	Multan	Lodhran	Attempted Murder	90	1554000	5.791505792
2012	Punjab 	Multan	Lodhran	Hurt	331	1554000	21.2998713
2012	Punjab 	Multan	Lodhran	Rioting	0	1554000	0
2012	Punjab 	Multan	Lodhran	Assault on Govt. Servants	23	1554000	1.48005148
2012	Punjab 	Multan	Lodhran	Rape	57	1554000	3.667953668
2012	Punjab 	Multan	Lodhran	Kidnapping/ Abduction	324	1554000	20.84942085
2012	Punjab 	Multan	Lodhran	Dacoity	14	1554000	0.900900901
2012	Punjab 	Multan	Lodhran	Robbery	57	1554000	3.667953668
2012	Punjab 	Multan	Lodhran	Burglary	114	1554000	7.335907336
2012	Punjab 	Multan	Lodhran	Motor Vehicles Theft	65	1554000	4.182754183
2012	Punjab 	Multan	Lodhran	Cattle Theft	169	1554000	10.87516088
2012	Punjab 	Multan	Lodhran	Ordinary Thefts	314	1554000	20.20592021
2012	Punjab 	Multan	Lodhran	Misc.	4037	1554000	259.7812098
2012	Punjab 	Multan	Vehari	All Reported	9835	2759000	356.4697354
2012	Punjab 	Multan	Vehari	Murder	146	2759000	5.291772381
2012	Punjab 	Multan	Vehari	Attempted Murder	174	2759000	6.306632838
2012	Punjab 	Multan	Vehari	Hurt	668	2759000	24.2116709
2012	Punjab 	Multan	Vehari	Rioting	0	2759000	0
2012	Punjab 	Multan	Vehari	Assault on Govt. Servants	28	2759000	1.014860457
2012	Punjab 	Multan	Vehari	Rape	55	2759000	1.993475897
2012	Punjab 	Multan	Vehari	Kidnapping/ Abduction	362	2759000	13.1206959
2012	Punjab 	Multan	Vehari	Dacoity	67	2759000	2.428416093
2012	Punjab 	Multan	Vehari	Robbery	169	2759000	6.125407756
2012	Punjab 	Multan	Vehari	Burglary	188	2759000	6.814063066
2012	Punjab 	Multan	Vehari	Motor Vehicles Theft	204	2759000	7.393983327
2012	Punjab 	Multan	Vehari	Cattle Theft	303	2759000	10.98223994
2012	Punjab 	Multan	Vehari	Ordinary Thefts	773	2759000	28.01739761
2012	Punjab 	Multan	Vehari	Misc.	6698	2759000	242.7691192
2012	Punjab 	Rawalpindi	Rawalpindi	All Reported	17827	4467000	399.082158
2012	Punjab 	Rawalpindi	Rawalpindi	Murder	278	4467000	6.223416163
2012	Punjab 	Rawalpindi	Rawalpindi	Attempted Murder	480	4467000	10.74546676
2012	Punjab 	Rawalpindi	Rawalpindi	Hurt	733	4467000	16.40922319
2012	Punjab 	Rawalpindi	Rawalpindi	Rioting	22	4467000	0.49250056
2012	Punjab 	Rawalpindi	Rawalpindi	Assault on Govt. Servants	32	4467000	0.71636445
2012	Punjab 	Rawalpindi	Rawalpindi	Rape	48	4467000	1.074546676
2012	Punjab 	Rawalpindi	Rawalpindi	Kidnapping/ Abduction	605	4467000	13.54376539
2012	Punjab 	Rawalpindi	Rawalpindi	Dacoity	62	4467000	1.387956123
2012	Punjab 	Rawalpindi	Rawalpindi	Robbery	567	4467000	12.69308261
2012	Punjab 	Rawalpindi	Rawalpindi	Burglary	564	4467000	12.62592344
2012	Punjab 	Rawalpindi	Rawalpindi	Motor Vehicles Theft	1740	4467000	38.95231699
2012	Punjab 	Rawalpindi	Rawalpindi	Cattle Theft	54	4467000	1.20886501
2012	Punjab 	Rawalpindi	Rawalpindi	Ordinary Thefts	759	4467000	16.99126931
2012	Punjab 	Rawalpindi	Rawalpindi	Misc.	11883	4467000	266.0174614
2012	Punjab 	Rawalpindi	Attock	All Reported	4675	1604000	291.4588529
2012	Punjab 	Rawalpindi	Attock	Murder	106	1604000	6.608478803
2012	Punjab 	Rawalpindi	Attock	Attempted Murder	98	1604000	6.109725686
2012	Punjab 	Rawalpindi	Attock	Hurt	234	1604000	14.58852868
2012	Punjab 	Rawalpindi	Attock	Rioting	0	1604000	0
2012	Punjab 	Rawalpindi	Attock	Assault on Govt. Servants	17	1604000	1.059850374
2012	Punjab 	Rawalpindi	Attock	Rape	24	1604000	1.496259352
2012	Punjab 	Rawalpindi	Attock	Kidnapping/ Abduction	124	1604000	7.730673317
2012	Punjab 	Rawalpindi	Attock	Dacoity	11	1604000	0.685785536
2012	Punjab 	Rawalpindi	Attock	Robbery	44	1604000	2.743142145
2012	Punjab 	Rawalpindi	Attock	Burglary	119	1604000	7.418952618
2012	Punjab 	Rawalpindi	Attock	Motor Vehicles Theft	80	1604000	4.987531172
2012	Punjab 	Rawalpindi	Attock	Cattle Theft	36	1604000	2.244389027
2012	Punjab 	Rawalpindi	Attock	Ordinary Thefts	146	1604000	9.102244389
2012	Punjab 	Rawalpindi	Attock	Misc.	3636	1604000	226.6832918
2012	Punjab 	Rawalpindi	Chakwal	All Reported	3157	1330000	237.3684211
2012	Punjab 	Rawalpindi	Chakwal	Murder	71	1330000	5.338345865
2012	Punjab 	Rawalpindi	Chakwal	Attempted Murder	81	1330000	6.090225564
2012	Punjab 	Rawalpindi	Chakwal	Hurt	305	1330000	22.93233083
2012	Punjab 	Rawalpindi	Chakwal	Rioting	0	1330000	0
2012	Punjab 	Rawalpindi	Chakwal	Assault on Govt. Servants	22	1330000	1.654135338
2012	Punjab 	Rawalpindi	Chakwal	Rape	11	1330000	0.827067669
2012	Punjab 	Rawalpindi	Chakwal	Kidnapping/ Abduction	131	1330000	9.84962406
2012	Punjab 	Rawalpindi	Chakwal	Dacoity	13	1330000	0.977443609
2012	Punjab 	Rawalpindi	Chakwal	Robbery	65	1330000	4.887218045
2012	Punjab 	Rawalpindi	Chakwal	Burglary	79	1330000	5.939849624
2012	Punjab 	Rawalpindi	Chakwal	Motor Vehicles Theft	76	1330000	5.714285714
2012	Punjab 	Rawalpindi	Chakwal	Cattle Theft	26	1330000	1.954887218
2012	Punjab 	Rawalpindi	Chakwal	Ordinary Thefts	138	1330000	10.37593985
2012	Punjab 	Rawalpindi	Chakwal	Misc.	2139	1330000	160.8270677
2012	Punjab 	Rawalpindi	Jhelum	All Reported	3699	1162000	318.3304647
2012	Punjab 	Rawalpindi	Jhelum	Murder	61	1162000	5.249569707
2012	Punjab 	Rawalpindi	Jhelum	Attempted Murder	95	1162000	8.17555938
2012	Punjab 	Rawalpindi	Jhelum	Hurt	266	1162000	22.89156627
2012	Punjab 	Rawalpindi	Jhelum	Rioting	0	1162000	0
2012	Punjab 	Rawalpindi	Jhelum	Assault on Govt. Servants	20	1162000	1.721170396
2012	Punjab 	Rawalpindi	Jhelum	Rape	8	1162000	0.688468158
2012	Punjab 	Rawalpindi	Jhelum	Kidnapping/ Abduction	103	1162000	8.864027539
2012	Punjab 	Rawalpindi	Jhelum	Dacoity	10	1162000	0.860585198
2012	Punjab 	Rawalpindi	Jhelum	Robbery	71	1162000	6.110154905
2012	Punjab 	Rawalpindi	Jhelum	Burglary	88	1162000	7.573149742
2012	Punjab 	Rawalpindi	Jhelum	Motor Vehicles Theft	59	1162000	5.077452668
2012	Punjab 	Rawalpindi	Jhelum	Cattle Theft	23	1162000	1.979345955
2012	Punjab 	Rawalpindi	Jhelum	Ordinary Thefts	99	1162000	8.51979346
2012	Punjab 	Rawalpindi	Jhelum	Misc.	2796	1162000	240.6196213
2012	Punjab 	Sahiwal	Sahiwal	All Reported	8532	2301000	370.7953064
2012	Punjab 	Sahiwal	Sahiwal	Murder	175	2301000	7.605388961
2012	Punjab 	Sahiwal	Sahiwal	Attempted Murder	174	2301000	7.561929596
2012	Punjab 	Sahiwal	Sahiwal	Hurt	564	2301000	24.51108214
2012	Punjab 	Sahiwal	Sahiwal	Rioting	2	2301000	0.086918731
2012	Punjab 	Sahiwal	Sahiwal	Assault on Govt. Servants	16	2301000	0.695349848
2012	Punjab 	Sahiwal	Sahiwal	Rape	73	2301000	3.172533681
2012	Punjab 	Sahiwal	Sahiwal	Kidnapping/ Abduction	381	2301000	16.55801825
2012	Punjab 	Sahiwal	Sahiwal	Dacoity	178	2301000	7.735767058
2012	Punjab 	Sahiwal	Sahiwal	Robbery	569	2301000	24.72837897
2012	Punjab 	Sahiwal	Sahiwal	Burglary	368	2301000	15.9930465
2012	Punjab 	Sahiwal	Sahiwal	Motor Vehicles Theft	428	2301000	18.60060843
2012	Punjab 	Sahiwal	Sahiwal	Cattle Theft	300	2301000	13.03780965
2012	Punjab 	Sahiwal	Sahiwal	Ordinary Thefts	788	2301000	34.24598001
2012	Punjab 	Sahiwal	Sahiwal	Misc.	4516	2301000	196.2624946
2012	Punjab 	Sahiwal	Okara	All Reported	11636	2865000	406.1431065
2012	Punjab 	Sahiwal	Okara	Murder	260	2865000	9.07504363
2012	Punjab 	Sahiwal	Okara	Attempted Murder	264	2865000	9.214659686
2012	Punjab 	Sahiwal	Okara	Hurt	614	2865000	21.43106457
2012	Punjab 	Sahiwal	Okara	Rioting	0	2865000	0
2012	Punjab 	Sahiwal	Okara	Assault on Govt. Servants	0	2865000	0
2012	Punjab 	Sahiwal	Okara	Rape	139	2865000	4.851657941
2012	Punjab 	Sahiwal	Okara	Kidnapping/ Abduction	704	2865000	24.57242583
2012	Punjab 	Sahiwal	Okara	Dacoity	341	2865000	11.90226876
2012	Punjab 	Sahiwal	Okara	Robbery	570	2865000	19.89528796
2012	Punjab 	Sahiwal	Okara	Burglary	677	2865000	23.63001745
2012	Punjab 	Sahiwal	Okara	Motor Vehicles Theft	375	2865000	13.08900524
2012	Punjab 	Sahiwal	Okara	Cattle Theft	442	2865000	15.42757417
2012	Punjab 	Sahiwal	Okara	Ordinary Thefts	1166	2865000	40.69808028
2012	Punjab 	Sahiwal	Okara	Misc.	6084	2865000	212.3560209
2012	Punjab 	Sahiwal	Pakpattan	All Reported	6157	1666000	369.5678271
2012	Punjab 	Sahiwal	Pakpattan	Murder	125	1666000	7.5030012
2012	Punjab 	Sahiwal	Pakpattan	Attempted Murder	156	1666000	9.363745498
2012	Punjab 	Sahiwal	Pakpattan	Hurt	621	1666000	37.27490996
2012	Punjab 	Sahiwal	Pakpattan	Rioting	0	1666000	0
2012	Punjab 	Sahiwal	Pakpattan	Assault on Govt. Servants	10	1666000	0.600240096
2012	Punjab 	Sahiwal	Pakpattan	Rape	145	1666000	8.703481393
2012	Punjab 	Sahiwal	Pakpattan	Kidnapping/ Abduction	337	1666000	20.22809124
2012	Punjab 	Sahiwal	Pakpattan	Dacoity	165	1666000	9.903961585
2012	Punjab 	Sahiwal	Pakpattan	Robbery	164	1666000	9.843937575
2012	Punjab 	Sahiwal	Pakpattan	Burglary	297	1666000	17.82713085
2012	Punjab 	Sahiwal	Pakpattan	Motor Vehicles Theft	115	1666000	6.902761104
2012	Punjab 	Sahiwal	Pakpattan	Cattle Theft	226	1666000	13.56542617
2012	Punjab 	Sahiwal	Pakpattan	Ordinary Thefts	465	1666000	27.91116447
2012	Punjab 	Sahiwal	Pakpattan	Misc.	3331	1666000	199.939976
2012	Punjab 	Sargodha	Sargodha	All Reported	12767	3265000	391.0260337
2012	Punjab 	Sargodha	Sargodha	Murder	213	3265000	6.5237366
2012	Punjab 	Sargodha	Sargodha	Attempted Murder	456	3265000	13.96630934
2012	Punjab 	Sargodha	Sargodha	Hurt	757	3265000	23.18529862
2012	Punjab 	Sargodha	Sargodha	Rioting	10	3265000	0.306278714
2012	Punjab 	Sargodha	Sargodha	Assault on Govt. Servants	60	3265000	1.837672282
2012	Punjab 	Sargodha	Sargodha	Rape	66	3265000	2.02143951
2012	Punjab 	Sargodha	Sargodha	Kidnapping/ Abduction	510	3265000	15.6202144
2012	Punjab 	Sargodha	Sargodha	Dacoity	119	3265000	3.644716692
2012	Punjab 	Sargodha	Sargodha	Robbery	754	3265000	23.09341501
2012	Punjab 	Sargodha	Sargodha	Burglary	473	3265000	14.48698315
2012	Punjab 	Sargodha	Sargodha	Motor Vehicles Theft	397	3265000	12.15926493
2012	Punjab 	Sargodha	Sargodha	Cattle Theft	483	3265000	14.79326187
2012	Punjab 	Sargodha	Sargodha	Ordinary Thefts	888	3265000	27.19754977
2012	Punjab 	Sargodha	Sargodha	Misc.	7581	3265000	232.1898928
2012	Punjab 	Sargodha	Bhakkar	All Reported	3342	1390000	240.4316547
2012	Punjab 	Sargodha	Bhakkar	Murder	57	1390000	4.100719424
2012	Punjab 	Sargodha	Bhakkar	Attempted Murder	54	1390000	3.884892086
2012	Punjab 	Sargodha	Bhakkar	Hurt	252	1390000	18.1294964
2012	Punjab 	Sargodha	Bhakkar	Rioting	0	1390000	0
2012	Punjab 	Sargodha	Bhakkar	Assault on Govt. Servants	34	1390000	2.446043165
2012	Punjab 	Sargodha	Bhakkar	Rape	25	1390000	1.798561151
2012	Punjab 	Sargodha	Bhakkar	Kidnapping/ Abduction	164	1390000	11.79856115
2012	Punjab 	Sargodha	Bhakkar	Dacoity	16	1390000	1.151079137
2012	Punjab 	Sargodha	Bhakkar	Robbery	69	1390000	4.964028777
2012	Punjab 	Sargodha	Bhakkar	Burglary	180	1390000	12.94964029
2012	Punjab 	Sargodha	Bhakkar	Motor Vehicles Theft	82	1390000	5.899280576
2012	Punjab 	Sargodha	Bhakkar	Cattle Theft	87	1390000	6.258992806
2012	Punjab 	Sargodha	Bhakkar	Ordinary Thefts	296	1390000	21.29496403
2012	Punjab 	Sargodha	Bhakkar	Misc.	2026	1390000	145.7553957
2012	Punjab 	Sargodha	Khushab	All Reported	2308	1119000	206.2555853
2012	Punjab 	Sargodha	Khushab	Murder	64	1119000	5.719392315
2012	Punjab 	Sargodha	Khushab	Attempted Murder	83	1119000	7.417336908
2012	Punjab 	Sargodha	Khushab	Hurt	222	1119000	19.83914209
2012	Punjab 	Sargodha	Khushab	Rioting	0	1119000	0
2012	Punjab 	Sargodha	Khushab	Assault on Govt. Servants	3	1119000	0.268096515
2012	Punjab 	Sargodha	Khushab	Rape	10	1119000	0.893655049
2012	Punjab 	Sargodha	Khushab	Kidnapping/ Abduction	67	1119000	5.987488829
2012	Punjab 	Sargodha	Khushab	Dacoity	5	1119000	0.446827525
2012	Punjab 	Sargodha	Khushab	Robbery	54	1119000	4.825737265
2012	Punjab 	Sargodha	Khushab	Burglary	61	1119000	5.4512958
2012	Punjab 	Sargodha	Khushab	Motor Vehicles Theft	62	1119000	5.540661305
2012	Punjab 	Sargodha	Khushab	Cattle Theft	45	1119000	4.021447721
2012	Punjab 	Sargodha	Khushab	Ordinary Thefts	99	1119000	8.847184987
2012	Punjab 	Sargodha	Khushab	Misc.	1533	1119000	136.997319
2012	Punjab 	Sargodha	Mianwali	All Reported	4118	1347000	305.7164068
2012	Punjab 	Sargodha	Mianwali	Murder	123	1347000	9.131403118
2012	Punjab 	Sargodha	Mianwali	Attempted Murder	208	1347000	15.44172235
